image_id,label
train_020741.jpg,-1
train_055890.jpg,-1
train_009050.jpg,-1
train_084206.jpg,-1
train_058288.jpg,-1
train_049115.jpg,-1
train_070019.jpg,-1
train_098376.jpg,-1
train_099024.jpg,-1
train_081222.jpg,-1
train_008446.jpg,-1
train_015755.jpg,-1
train_025824.jpg,-1
train_109777.jpg,-1
train_032547.jpg,-1
train_105720.jpg,-1
train_000884.jpg,-1
train_067690.jpg,-1
train_006618.jpg,-1
train_000733.jpg,-1
train_034401.jpg,-1
train_095293.jpg,-1
train_000068.jpg,-1
train_115991.jpg,-1
train_029946.jpg,-1
train_118556.jpg,-1
train_116248.jpg,-1
train_056404.jpg,-1
train_053809.jpg,-1
train_092311.jpg,-1
train_019364.jpg,-1
train_038898.jpg,-1
train_000100.jpg,-1
train_060809.jpg,-1
train_018563.jpg,-1
train_047895.jpg,-1
train_024872.jpg,-1
train_041810.jpg,-1
train_016435.jpg,-1
train_039975.jpg,-1
train_010585.jpg,-1
train_013892.jpg,-1
train_001664.jpg,-1
train_000782.jpg,-1
train_104160.jpg,-1
train_101036.jpg,-1
train_004163.jpg,-1
train_095272.jpg,-1
train_104799.jpg,-1
train_110064.jpg,-1
train_029603.jpg,-1
train_012890.jpg,-1
train_106377.jpg,-1
train_003749.jpg,-1
train_051882.jpg,-1
train_092863.jpg,-1
train_080355.jpg,-1
train_065429.jpg,-1
train_067282.jpg,-1
train_005743.jpg,-1
train_039760.jpg,-1
train_077020.jpg,-1
train_093760.jpg,-1
train_006334.jpg,-1
train_046299.jpg,-1
train_008531.jpg,-1
train_040860.jpg,-1
train_026469.jpg,-1
train_077188.jpg,-1
train_021921.jpg,-1
train_062202.jpg,-1
train_047301.jpg,-1
train_046006.jpg,-1
train_068830.jpg,-1
train_014965.jpg,-1
train_084219.jpg,-1
train_016394.jpg,-1
train_034486.jpg,-1
train_070416.jpg,-1
train_094338.jpg,-1
train_079931.jpg,-1
train_081649.jpg,-1
train_075118.jpg,-1
train_070057.jpg,-1
train_112312.jpg,-1
train_082784.jpg,-1
train_110491.jpg,-1
train_102352.jpg,-1
train_116835.jpg,-1
train_117529.jpg,-1
train_013874.jpg,-1
train_008420.jpg,-1
train_113787.jpg,-1
train_099895.jpg,-1
train_080131.jpg,-1
train_046647.jpg,-1
train_044250.jpg,-1
train_080583.jpg,-1
train_068481.jpg,-1
train_068806.jpg,-1
train_055046.jpg,-1
train_006040.jpg,-1
train_021206.jpg,-1
train_043726.jpg,-1
train_037073.jpg,-1
train_020839.jpg,-1
train_048201.jpg,-1
train_064844.jpg,-1
train_107581.jpg,-1
train_115080.jpg,-1
train_002660.jpg,-1
train_082770.jpg,-1
train_118599.jpg,-1
train_030303.jpg,-1
train_073288.jpg,-1
train_086002.jpg,-1
train_007169.jpg,-1
train_025488.jpg,-1
train_021648.jpg,-1
train_021327.jpg,-1
train_074121.jpg,-1
train_019493.jpg,-1
train_021418.jpg,-1
train_084038.jpg,-1
train_004149.jpg,-1
train_040592.jpg,-1
train_034937.jpg,-1
train_010040.jpg,-1
train_016510.jpg,-1
train_041914.jpg,-1
train_012758.jpg,-1
train_090693.jpg,-1
train_112535.jpg,-1
train_090807.jpg,-1
train_019212.jpg,-1
train_036517.jpg,-1
train_051249.jpg,-1
train_047938.jpg,-1
train_104305.jpg,-1
train_032247.jpg,-1
train_056334.jpg,-1
train_015892.jpg,-1
train_060214.jpg,-1
train_042624.jpg,-1
train_043200.jpg,-1
train_028432.jpg,-1
train_058943.jpg,-1
train_022733.jpg,-1
train_075728.jpg,-1
train_112125.jpg,-1
train_099149.jpg,-1
train_025753.jpg,-1
train_054473.jpg,-1
train_015710.jpg,-1
train_018108.jpg,-1
train_103474.jpg,-1
train_110789.jpg,-1
train_085699.jpg,-1
train_017693.jpg,-1
train_028201.jpg,-1
train_094409.jpg,-1
train_051939.jpg,-1
train_041564.jpg,-1
train_114974.jpg,-1
train_064068.jpg,-1
train_109101.jpg,-1
train_101667.jpg,-1
train_119298.jpg,-1
train_035153.jpg,-1
train_000379.jpg,-1
train_025322.jpg,-1
train_091579.jpg,-1
train_083447.jpg,-1
train_090776.jpg,-1
train_049859.jpg,-1
train_108806.jpg,-1
train_113047.jpg,-1
train_061747.jpg,-1
train_050770.jpg,-1
train_080389.jpg,-1
train_030546.jpg,-1
train_081451.jpg,-1
train_058245.jpg,-1
train_100292.jpg,-1
train_048833.jpg,-1
train_081105.jpg,-1
train_111683.jpg,-1
train_037882.jpg,-1
train_000914.jpg,-1
train_059132.jpg,-1
train_066367.jpg,-1
train_072294.jpg,-1
train_085020.jpg,-1
train_100577.jpg,-1
train_051536.jpg,-1
train_119121.jpg,-1
train_023494.jpg,-1
train_052098.jpg,-1
train_055335.jpg,-1
train_004296.jpg,-1
train_116302.jpg,-1
train_100541.jpg,-1
train_023965.jpg,-1
train_067977.jpg,-1
train_038328.jpg,-1
train_112452.jpg,-1
train_027358.jpg,-1
train_091081.jpg,-1
train_050142.jpg,-1
train_051266.jpg,-1
train_021930.jpg,-1
train_072830.jpg,-1
train_093336.jpg,-1
train_051316.jpg,-1
train_025143.jpg,-1
train_050477.jpg,-1
train_087827.jpg,-1
train_038063.jpg,-1
train_049729.jpg,-1
train_039468.jpg,-1
train_069563.jpg,-1
train_014485.jpg,-1
train_072268.jpg,-1
train_082369.jpg,-1
train_003426.jpg,-1
train_002257.jpg,-1
train_029457.jpg,-1
train_023586.jpg,-1
train_044807.jpg,-1
train_037031.jpg,-1
train_085167.jpg,-1
train_104672.jpg,-1
train_079346.jpg,-1
train_037932.jpg,-1
train_006928.jpg,-1
train_112137.jpg,-1
train_086346.jpg,-1
train_019286.jpg,-1
train_098783.jpg,-1
train_023828.jpg,-1
train_077675.jpg,-1
train_068458.jpg,-1
train_018547.jpg,-1
train_019099.jpg,-1
train_039050.jpg,-1
train_093377.jpg,-1
train_068575.jpg,-1
train_013203.jpg,-1
train_081533.jpg,-1
train_026884.jpg,-1
train_010687.jpg,-1
train_024920.jpg,-1
train_077869.jpg,-1
train_004013.jpg,-1
train_049169.jpg,-1
train_066394.jpg,-1
train_000072.jpg,-1
train_030027.jpg,-1
train_117324.jpg,-1
train_040513.jpg,-1
train_035028.jpg,-1
train_082410.jpg,-1
train_026726.jpg,-1
train_049529.jpg,-1
train_012915.jpg,-1
train_114944.jpg,-1
train_072167.jpg,-1
train_102379.jpg,-1
train_107989.jpg,-1
train_072314.jpg,-1
train_022217.jpg,-1
train_077705.jpg,-1
train_064746.jpg,-1
train_001423.jpg,-1
train_103372.jpg,-1
train_086450.jpg,-1
train_025199.jpg,-1
train_047207.jpg,-1
train_016884.jpg,-1
train_098652.jpg,-1
train_008014.jpg,-1
train_024586.jpg,-1
train_012255.jpg,-1
train_055509.jpg,-1
train_077526.jpg,-1
train_037067.jpg,-1
train_054302.jpg,-1
train_081417.jpg,-1
train_074194.jpg,-1
train_085729.jpg,-1
train_107044.jpg,-1
train_094057.jpg,-1
train_058949.jpg,-1
train_057314.jpg,-1
train_107346.jpg,-1
train_021048.jpg,-1
train_088837.jpg,-1
train_106049.jpg,-1
train_092317.jpg,-1
train_003139.jpg,-1
train_027762.jpg,-1
train_026669.jpg,-1
train_062284.jpg,-1
train_092963.jpg,-1
train_117284.jpg,-1
train_039437.jpg,-1
train_091844.jpg,-1
train_046379.jpg,-1
train_027963.jpg,-1
train_069502.jpg,-1
train_083410.jpg,-1
train_033612.jpg,-1
train_057268.jpg,-1
train_009446.jpg,-1
train_020092.jpg,-1
train_006017.jpg,-1
train_092247.jpg,-1
train_118395.jpg,-1
train_103034.jpg,-1
train_019987.jpg,-1
train_097317.jpg,-1
train_032773.jpg,-1
train_002742.jpg,-1
