area boschiva oltre situata fra metri destinata dalla comunita montana parco	train
vicino borgo medievale arroccato colle ricoperto uliveti gelosamente protetto dalle solide mura cela vero proprio luogo circa mille metri	train
gole del dove cultura storia incontrano oltre duemila anni sono una degna prosecuzione della valnerina dopo della conca ternana del fiume	train
rocca trova polvese insieme maggiore alla occupa bacino del lago	train
laisola maggiore seconda per grandezza del lago trasimeno presenta ricoperta una fitta vegetazione lecci differenza dellaisola polvese della minore ancora oggi presenta infatti piccolo villaggio sulla riva	train
per raggiungere santuario della madonna dei bisogna recarsi castel piccola frazione passignano sul	train
borgo medievale breve distanza terni dalla cascata delle	train
detto anche castello palazzo edificio storico forme medievali rinascimentali situato nel borgo monte santa maria tiberina	train
piccolo borgo medievale adagiato sulle colline del lago con ricco patrimonio artistico	train
avigliano umbro piccolo borgo origine romana che sorge sulla sommita colle meta distanza tra todi amelia	train
eggi borgo fortificato due passi dalla via flaminia spoleto dove potrai scoprire preziosi capolavori	train
rocca monaldi erge isolata nei pressi contornata folta con molta probabilita eretta nel xiv nel corso del tempo alcuni cambiamenti per renderla pia conforme	train
chiesa convento sorge sulla sommita coperto poco sud del colle	train
museo del merletto trova nel palazzo delle opere del piccolo villaggio posto sulla riva occidentale maggiore	train
alle spalle spoleto bosco sacro meditazione preghiera scelto anche san francesco	train
centro paleontologia vegetale stato realizzato alla fine degli anni per supportare studio sulla foresta fossile dunarobba ricostruendone caratteristiche faunistiche attraverso pannelli esplicativi modelli	train
borgo umbro circondato boschi verdi vallate che offrono visitatore bellissime sfumature colori tutte stagioni	train
sorge breve distanza preci	train
rocca passignano sorge allainterno del posizione leggermente sopraelevata rispetto allaabitato sviluppatosi successivamente lungo riva del passignano significa aluogo del cia riferimento probabilmente allaesistenza una struttura militare romana che controllava famoso via collegamento tra nord sud della	train
museo nato nel grazie alla passione alcuni cittadini della locale pro alla cui iniziativa deve ricerca raccolta oggetti legati lavoro dei campi alle attivita domestiche	train
palazzo baldeschi sorge allainterno del piccolo borgo	train
ricchissimo percorso espositivo anche interattivo nel caratteristico borgo san sulle sponde del lago per conoscere laorigine del bacino lacustre sviluppo delle attivita ittiche esso	train
nato come ospedale dei cavalieri attuali cavalieri intitolato giovanni nucleo originario del castello edificato alla meta del secolo xii non lontano dallaimportante asse viario tra trasimeno	train
edificato nei pressi castello zocco domina lago nei secoli rappresenta pia possente insediamento militare della disponendo ben sette cui oggi rimangono tre porte una poderosa cinta	train
museo sezione paciano del sistema museo diffuso perugia-citta della collaborazione con soprintendenza beni storici artistici dalla volonta valorizzare conservare pezzi memorie del passato della comunita come gia ideato don aldo rossi nel	train
museo del vetro piegaro allestito fabbrica del vetro risalente primi posta nel centro storico del	train
palazzo del capitano del detto anche palazzo del capitano del contado trova alla fine via fusaiola nei pressi piazza coragino	train
palazzo dei priori della mercanzia trova lungo corso principale corso dove allineano tutti palazzi pubblici che documentano rilevanza politica economica del castello nel	train
palazzo della corgna certamente pia rilevante delle dimore signorili citta della	train
casa romana esempio abitazione signorile della prima eta stile degli dei mosaici tipo muratura collocano casa romana nel secolo	train
complesso san francesco montone insediamento francescano risalente xiv costituito dalla chiesa dalla pinacoteca ospitata convento chiostro risalente xvi-xvii	train
palazzo del capra chiamato anche palazzo nardo sorge del paese appena usciti dal centro abitato direzione	train
piccola chiesa della madonna della crocetta sorge sulla strada che conduce paese	train
alla scoperta del pittoresco borgo frazione massa tra archeologia	train
esistono due tipologie prosciutto chiamato viene stagionato per massimo anno mentre viene stagionato per ben due anni	train
collegiata san michele arcangelo chiesa parrocchiale	train
santuario della madonna della situato lungo strada che congiunge localita panicarola quella edificato nella seconda meta del xvii	train
tempietto del piccolo sacello forma trova nel comune campello sul piedi del castello dominante valle spoletina	train
una citta sotto citta dove nasconde affascinante intricato complesso cavita create dallauomo nei secoli	train
ubicata castiglione del rocca del leone domina parte orientale questo che protende verso lago	train
poco distante dal lago trasimeno trova pittoresco borgo conosciuto nel mondo per suoi muri dipinti	train
teatro caporali sorge allainterno centro storico del borgo panicale merita essere visitato sia per laeleganza della struttura interna riccamente decorata sia per gli spettacoli teatrali che vengono	train
inaugurato nel museo sede nella cinquecentesca chiesa panicale	train
santuario mongiovino della madonna mongiovino sorge breve distanza panicale appena sotto laantico castello	train
santuario della madonna delle grondici sorge una posizione panoramica molto suggestiva nei pressi della frazione nel comune	train
chiesa della madonna della stella situata nella parte meridionale del piccolo borgo appena fuori porta	train
nuovo spazio dedicato contemporanea creato collezionisti angela massimo lauro per esporre parte della loro collezione personale	train
laimpianto strozzacapponi costituisce perfetto esempio necropoli organizzata secondo preciso rito sepoltura quello normalmente utilizzato nel territorio perugino eta corpo del defunto veniva bruciato ceneri raccolte allainterno urne travertino olle	train
chiesa parrocchiale santa maria assunta trova vicino alla piazza principale intitolata fondatore della citta che secondo leggenda era mitico compagno greco	train
castello pieve del chiamato secoli proprieta della mensa arcivescovile sorge verde colle che domina valle del chilometro dal borgo	train
the palazzo municipale corciano found corso cardinale luigi	train
produzione artigianale manufatti lino telai manuali fine secondo disegni originali medioevali rinascimentali	train
merletto orvietano tra tradizione arte antica impieghi moderni	train
antica tipografia fondata nel che utilizza per lavorazioni gli antichi macchinari impiegati nel passato tecniche	train
punto condivisione tante storie	train
costruita intorno xiii torre monteleone spoleto una delle tre porte della seconda cinta	train
museo scientifico interattivo del comune della provincia punto riferimento umbria per esplorare launiverso della cultura	train
collocato alle propaggini sud-orientali con ramo che sconfina nel lago piediluco rappresenta pia grande bacino lacustre naturale dellaumbria dopo	train
immerso nella collina meta turistica per presenza numerose sorgenti acqua utilizzate nelle cure idropiniche	train
vero proprio museo cielo parco archeologia industriale campacci situato vicino belvedere superiore della cascata delle lungo sentiero nadeg	train
castello epoca tardo medievale non presenta pia tracce	train
piccolo nucleo medievale usigni sorge uno scosceso sperone roccioso che protende nella sottostante valle del sulla quale affaccia anche caratteristico borgo	train
tratta dellaunico stabilimento termale umbria alimentato con acqua solfurea ricca calcio indipendentemente dalla mantiene sua temperatura costantemente con notevoli caratteristiche qualita	train
introdotte umbria nella prima meta del xviii patate sono diffuse macchia leopardo tutta regione	train
fichi girotti sono prodotto tipico della citta farciti cioccolata frutta vengono prodotti confezionati dalla famiglia girotti dal sono prodotto pasticceria molto	train
coltivato zona fin dal xvii uno dei sei presidi slow food della regione	train
rintracciabili unicamente nella tradizione della citta coglioni mulo fondano propria origine nel consumo insaccati carne mulo del vicino abruzzo	train
preziosa per piccole dimensioni dal sapore coltivata sui piani carsici castelluccio circa quadrati terreno circa metri allainterno del parco nazionale dei monti	train
laoro bianco salvato dallaestinzione grazie allaimpegno dei coltivatori	train
piccolo legume tipico della zona colfiorito orgoglio della zona dove presidio slow food	train
laorvieto doc tra vini umbri pia famosi rappresenta maggioranza dellaarea vitata della	train
una vastissima area sepolcrale della civilta umbro-etrusca risalente vi-iv lungo colline che digradano verso meraviglioso patrimonio archeologico che riserva inaspettate	train
gola del sito geologico scrigno	train
allestito nelle sale del della assisi racconta storia trecento ebrei salvati grazie allo spirito francescana	train
caratteristico borgo preci sorge non distante norcia confine con regione	train
parco valcasana trova alle porte	train
uno spettacolare esempio architettura rinascimentale dedicato seguito proprio sulla riva del torrente	train
dal pacifico dal mar rosso con circa mila esemplari rappresenta collezione privata conchiglie pia grande	train
villa costruita nel territorio del comune allerona nel dal ricchissimo finanziere anversa edouard cahen	train
chiesa parrocchiale santa maria assunta trova del	train
una varieta farro molto cui prime tracce risalgono allaeta del che nel ottenuto denominazione origine	train
alla scoperta dello scalo fluviale mevania	train
rivivete laappassionante storia dellaantico castello che domina unaaltura alla sinistra del tra orvieto	train
impossibile nominare sagrantino non pensare subito suo territorio balcone come viene chiamato questo piccolo borgo cui gode una magnifica vista sulle valli	train
inaspettato viaggio sotterraneo alla scoperta delle radici della citta san che con lingua degli antichi romani raccontano memorie del	train
prezioso sepolcreto etrusco immerso nel bosco pochi chilometri castel confine tra umbria	train
sono diverse localita tra umbria lazio che rivendicano tuttavia secondo una serie verifiche condotte giuseppe studioso appassionato geografo geografico militare centro geografico peninsulare sarebbe posizionato lungo percorso romano della vicino uno dei ponti romani pia suggestivi della citta ponte	train
borgo ceselli valnerina meta ideale per appassionati torrentismo	train
gioiello poco nascosto nelle pieghe della valnerina poca distanza salto venti metri sotto cielo	train
fondazione archeologia arborea onlus come scopo salvaguardia riproduzione alberi frutto via	train
recente denominazione origine per protagonista qui storicamente coltivato nella varieta conosciuta come	train
trebbiano quando vinificato origine vino caratterizzato profumi piuttosto abbastanza alcolico dalla spiccata acidita	train
ciliegiolo sangiovese sono vitigni pia coltivati una zona che pera nota per storica produzione vin vino dolce dal sapore	train
basilica santa maria degli angeli sorse tra mentre palazzo del capitano trova nella piazza principale piazza del	train
alla scoperta mondo fatto natura panorami mozzafiato piccoli	train
una passegiata nel bosco per scoprire questa interessante architettura etrusca	train
chiesa san domenico ubicata lungo via eretta nel xii era origine cattedrale della citta dedicata santa maria	train
romano detto esteso reticolo cunicoli corridoi realizzati nel secolo che per secoli assicurato idrico della citta narni tutto territorio	train
complesso abbaziale trova nei pressi sulle pendici scoscese del monte santa croce	train
chiesa sorta insieme monastero annesso delle monache ora compiuta nel come testimoniano iscrizioni che leggono sulla	train
chiesa chiamata impensole costruita sul costruzione ebbe sui resti una struttura pia datata cui mantenne struttura	train
pavimento mosaico tessere bianche risalente secolo pia integro raffinato segno lasciato bevagna dagli antichi romani che chiamarono citta	train
museo sede nel trecentesco palazzo pietromarchi principale centro dellaumbria produzione laterizi citta interamente costruita	train
costruito nel dalla societa adella sorta con scopo aoffrire diletto laeducazione col dare trattenimenti morali sia pubblici che con progetto disegno nazareno	train
costruzione della chiesa santa maria assunta risale periodo precedente questa prima data cui hanno notizie certe	train
storia caratteristiche della ceramica dal colori tradizione decorativa	train
chiesa san giovanni battista situata centro	train
nuova chiesa parrocchiale stata seconda opera del cardinale giovambattista	train
palazzo antica sede vescovi celebre per suoi trova nel centro storico fratta	train
museo parco meritano una visita per particolarita della raccolta soprattutto cui	train
nel medioevo sono rispettivamente bertesca del castello che permetteva defensam muro comunis super come voluto dagli statuti sua annessa integrata con unam domunculam pro stantia per incrementare ogni vicario dopo sei mesi lasciava comune unam balistam unam rotellam del valore due fiorini	train
raro esempio architettura castellana medioevale che risolve soluzione problemi della viabilita della difesa lungo perimetro interno della cinta muraria sulla quale apre portam castri sotto torre tuttora principale del	train
chiesa pia antica eretta origine per fungere monastero dei	train
trova appena fuori	train
chiesina santa maria della definita anche come antica sede del monte pieta unico ambiente duecentesco con volta caratterizzato dagli affreschi ben conservati degli inizi del ottaviano	train
ponte spiano trova poco fuori unaopera costituita imponenti macigni che consentiva laattraversamento del torrente fonturci allaantica via	train
citta ricca storia immersa nel parco del monte cucco	train
simbolo legame con storia questo territorio ricco torri	train
una chiesa costruita come ringraziamento per miracolosa guarigione della duchessa eleonora mendoza della corgna	train
contemporanea gino ospitata dal centro italiano arte nei locali chiesa della santissima trinita	train
nel punto pia alto della citta rocca maggiore assisi raggiungibile salendo via porta nei pressi della cattedrale san percorrendo circonvallazione esterna che arriva sulla cima del colle	train
piccolo gioiello fortificato completamente immerso nella circondato boschi querce una vera propria terrazza naturale sul territorio	train
museo ospitato degli ambienti del palazzo del podesta nel centro storico gualdo cittadina situata nella parte nord-est vicino confine con	train
basilica cattedrale san benedetto domina piazza maggiore gualdo tadino chiudendola visivamente sul lato orientale con sua	train
palazzo comunale sorse seguito alla distruzione palazzo dei rettori delle arti dei causata del sisma del	train
xiii secololaantica badia raggiungibile dalla strada che sviluppa sulle pendici del monte partendo scheggia muovendo direzione sorge sulla confluenza tra fiume sentino rio cui trae nome congiuntoli	train
chiesa san francesco stata costruita intorno alla meta del xiii secolo ampliata del	train
chiesa localizzata allainterno del borgo venne edificata tra dallaarchitetto svizzero giacomo cantoni sulle fondamenta dellaantica chiesa santa caterina cui oggi rimane sola cripta restaurata dallaamministrazione comunale adibita centro	train
sorge sullaantica via chiamata ora chiesa del edificata con elemosine del popolo nella meta del	train
chiesa faceva parte benedettina santa maria vado che alcuni studiosi indicano come luogo cui francesco trova ospitalita dopo aver abbandonato sua citta durante tragitto per	train
sorta nel xiv secolo del castello ridosso del muro	train
trova nella parte pia moderna del presso parco	train
santuario della madonna assunta cielo stile con una campana risalente	train
nuova attrazione turistica che esalta bellezza dellaarea del belvedere superiore attraverso lautilizzo tecnologie	train
piccolo centro etrusco alla sinistra del controllato dalla vicina potente perusia dota una possente cinta muraria che racchiudeva organizzato sulla stessa sommita del colle occupata dal borgo medievale centro	train
estende sulla sommita del pianoro poche centinaia metri nord-est del borgo collemancio compreso nel territorio comunale	train
etrusca sud-est del capoluogo umbro sorge villa del boccaglione che commissionata dalla famiglia della secondo alcuni piermarini nel xviii	train
museo del ricamo del tessile trova valtopina piano terra del palazzo residenza signorile dei primi anni del	train
santuario trova pochi chilometri	train
tempio san fortunato todi sorge piazza umberto cima una bella sopra resti complesso anteriore	train
chiesa santa maria della pieta trova alla periferia settentrionale presso neoclassico ospedale	train
chiesa santa maria della reggia sorge umbertide piazza oltre ponte sul torrente	train
chiesa san bernardino trova destra del chiostro della chiesa san francesco piazza san nel centro storico	train
nella piazza del quasi esattamente sorge palazzo anticamente chiamato palazzo del	train
chiesa san nicola sorge allainterno montecastrilli chiesa parrocchiale del	train
trova poco distante dalla citta umbertide contesto	train
pittoresco borgo preggio trova vicino confine con territorio del comune passignano sul	train
nel centro storico umbertide	train
fitta vegetazione del ricopre monteluco collina che spettacolare ponte delle torri unisce alla citta	train
museo trova della nella parte alta del centro storico	train
una visita alla chiesa san giovanni battista eggi per ammirare gli affreschi giovanni pietro detto spagna	train
chiesa trova via uno slargo che apre lungo via febbraio terni	train
trova distante pochi chilometri citta	train
benedettina sorge colle dominante valle del torrente circa sud citta	train
cui venera immagine della trova circa cinque chilometri citta lungo apecchiese valicando giunge fino mare	train
chiesa san consacrata nel nel corso dei secoli notevoli modifiche	train
prima chiesa dedicata cascia santo fondata nel ventuno anni dopo sua	train
convento fondato secondo tradizione dallo stesso san francesco nel divenne nel xvii importante centro studi storici	train
etrusco monumentale ingresso alla citta tornato suo splendore dopo restauri brunello cucinelli	train
palazzo del nel medioevo sede del podesta oggi ospita museo civico pinacoteca todi	train
bella posizione centro trova chiesa san intitolata santo patrono dei cavalieri dei	train
citta territorio ricco luoghi artigianato importanti tradizioni	train
immerso nel posizione dominante speco narni luogo francescano pia antico della	train
era centro della vita del primo nucleo del castello monteleone davanti lato aveva cui testimonianza resta ancora leggibile sul muro del lato accanto sorgeva	train
castello parte del territorio comunale posizionato panoramico colle est del torrente	train
situato punto strategicamente importante tra due citta perugia monastero benedettino maria valdiponte corbiniano detta inzia sua storia intorno	train
santuario san francesco eremo francescano trova metri nei pressi antico bosco sacro alcune grotte frequentate eremiti gia eta	train
chiesa san francesco una delle prime chiese dedicate santo assisi	train
chiesa san francesco santuario francescano con gli affreschi bartolomeo tommaso	train
chiesa san salvatore trova nel comune commissionata nel dal cardinale fausto segretario privato papa urbano viii originario del piccolo borgo	train
chiesa collegiata santa situata piazza venne costruita nel unitamente dei frati convento ospita per qualche tempo beato corrado famoso predicatore che bastia nel mentre stava annunciando frati minori lasciarono santa croce nel clero regolare per volonta pontificia chiudere piccoli	train
ritrovamento del tesoro canoscio oggi visitabile presso locale museo del duomo	train
costruito nella prima meta del iadeg rimasto solo qualche muro della sfruttata per ricavarvi alcune abitazioni conserva forma tipica ellittica	train
questo edificio pubblico costruito angelo orvieto qualche anno dopo quello del sembra incarico dei tarlati pietramala ultimato nel	train
palazzo che ospita suo interno pinacoteca riaperta pubblico nel trova centro citta prossimo alle mura via della	train
the palazzo dei priori found the charming location piazza del the political and cultural hub	train
